name,city,student_fees,charges_fees,highest_degree,staff_fte,web_pages,total_students,per_student_fees,latitude,longitude
European Polytechnical University - Pernik,Pernik,,0,2.0,,,77.0,0.0,42.628442,22.8823119
Alexander College,Larnaca,,0,2.0,26.0,,459.0,0.0,34.9236095,33.6236184
American College,Nicosia,,0,2.0,40.0,,637.0,0.0,35.1746503,33.3638783
C.D.A. College,Nicosia,,0,2.0,95.0,,997.0,0.0,35.1746503,33.3638783
College of Tourism and Hotel Management,Nicosia,,0,2.0,19.0,,208.0,0.0,35.1746503,33.3638783
Global College,Nicosia,,0,2.0,49.0,,1008.0,0.0,35.1746503,33.3638783
Internapa College,Famagusta,,0,2.0,18.0,,166.0,0.0,35.1205261,33.9387919
The CTL Eurocollege,Limassol,,0,2.0,20.0,['http://www.ctleuro.ac.cy/'],393.0,0.0,34.6852901,33.0332657
The Cyprus Institute of Marketing,Nicosia,,0,2.0,39.0,,286.0,0.0,35.1746503,33.3638783
The Philips College,Nicosia,,0,2.0,25.0,,91.0,0.0,35.1746503,33.3638783
Ledra College,Nicosia,,0,2.0,19.0,,267.0,0.0,35.1746503,33.3638783
City Unity College Nicosia,Nicosia,,0,2.0,31.0,,862.0,0.0,35.1746503,33.3638783
American University of Cyprus,Larnaka,,0,2.0,30.0,,362.0,0.0,34.9236095,33.6236184
Philips University,Strovolos,,0,2.0,22.0,,738.0,0.0,35.1328993,33.3454972
American University of Beirut Mediterraneo,Paphos,,0,2.0,23.0,,47.0,0.0,34.7743988,32.4231586
College of Polytechnics,,,0,,,,,0.0,,
Institute of Technology and Business in ÄŒeskÃ© BudÄ›jovice,ÄŒeskÃ© BudÄ›jovice,,1,2.0,270.184,,,,,
University College Prague,Prague,,2,2.0,76.0,,1599.0,,50.0874654,14.4212535
Å koda Auto University,MladÃ¡ Bolesav,,2,2.0,88.29700000000001,,,,,
PRIGO College,HavÃ­Å™ov,,2,2.0,34.0,,60.0,,,
Ambis College,Prague,,2,2.0,196.915,,5792.0,,50.0874654,14.4212535
Prague City University,Prague,,2,2.0,11.63,,38.0,,50.0874654,14.4212535
Allensbach University,Konstanz,2035771.0,0,2.0,21.0,,640.0,0.0,47.659216,9.1750718
Bavarian School of Public Policy,Munich,0.0,0,2.0,44.0,,665.0,0.0,48.1371079,11.5753822
Dresden International University GmbH,Dresden,4086545.0,0,2.0,40.0,,1047.0,0.0,51.0493286,13.7381437
Friedensau Adventist University,MÃ¶ckern,716289.0,0,2.0,58.0,,221.0,0.0,,
Academy of Fine Arts in Munich,Munich,3797.0,0,2.0,126.0,,754.0,0.0,48.1371079,11.5753822
University of Television and Film Munich,Munich,34451.0,0,2.0,104.0,,398.0,0.0,48.1371079,11.5753822
Academy of Fine Arts in Nuremberg,Nuremberg,1605.0,0,2.0,58.0,,310.0,0.0,49.453872,11.077298
Nuremberg School of Music,Nuremberg,47448.0,0,2.0,119.0,,455.0,0.0,49.453872,11.077298
WeiÃŸensee Academy of Art Berlin,Berlin,143439.0,0,2.0,145.0,,,0.0,52.5173885,13.3951309
Academy of Music Hanns Eisler Berlin,Berlin,246700.0,0,2.0,180.0,,539.0,0.0,52.5173885,13.3951309
Ernst Busch Academy of Dramatic Art,Berlin,51271.0,0,2.0,111.0,,222.0,0.0,52.5173885,13.3951309
University of the Arts Bremen,Bremen,166331.0,0,2.0,174.0,,987.0,0.0,53.0758196,8.8071646
Hochschule der Bildenden KÃ¼nste SaarbrÃ¼cken,SaarbrÃ¼cken,73392.0,0,2.0,62.0,,,0.0,,
Palucca University of Dance Dresden,Dresden,119268.0,0,2.0,67.0,,164.0,0.0,51.0493286,13.7381437
Academy of Visual Arts Leipzig,Leipzig,57506.0,0,2.0,100.0,,593.0,0.0,51.3406321,12.3747329
Aalen University,Aalen,1292976.0,0,2.0,640.0,,4545.0,0.0,48.8375607,10.0929593
Albstadt-Sigmaringen University,Albstadt,1257048.0,0,2.0,289.0,,2666.0,0.0,48.233048,8.9991483
Biberach University of Applied Sciences,Biberach an der Riss,691822.0,0,2.0,298.0,,2270.0,0.0,48.0984413,9.7899938
University of Applied Sciences Esslingen,Esslingen am Neckar,1252878.0,0,2.0,669.0,,6045.0,0.0,48.7427584,9.3071685
Furtwangen University,Furtwangen im Schwarzwald,2008247.0,0,2.0,684.0,,4833.0,0.0,48.0512198,8.2073776
Heilbronn University of Applied Sciences,Heilbronn,1499649.0,0,2.0,729.0,,7159.0,0.0,49.142291,9.218655
Karlsruhe University of Applied Sciences,Karlsruhe,1636954.0,0,2.0,715.0,,6814.0,0.0,49.0068705,8.4034195
University of Applied Labour Studies of the Federal Employment Agency,Mannheim,0.0,0,2.0,166.0,,1514.0,0.0,49.4892913,8.4673098
University of Applied Sciences Mannheim,Mannheim,1024450.0,0,2.0,538.0,,5034.0,0.0,49.4892913,8.4673098
Nuertingen-Geislingen University,Geislingen an der Steige,925093.0,0,2.0,469.0,,5068.0,0.0,48.6230397,9.8356703
Offenburg University,Offenburg,1169977.0,0,2.0,476.0,,3761.0,0.0,48.4695984,7.9429235
University of Applied Sciences Ravensburg-Weingarten,Weingarten,910523.0,0,2.0,311.0,,3448.0,0.0,47.8075299,9.6431145
Reutlingen University,Reutlingen,1465505.0,0,2.0,638.0,,4933.0,0.0,48.4919508,9.2114144
University of Applied Forest Sciences Rottenburg,Rottenburg am Neckar,203080.0,0,2.0,96.0,,941.0,0.0,48.47696,8.9336788
University of Design SchwÃ¤bisch-GmÃ¼nd,SchwÃ¤bisch GmÃ¼nd,133429.0,0,2.0,86.0,,,0.0,,
Stuttgart University of Applied Sciences,Stuttgart,990370.0,0,2.0,423.0,,3945.0,0.0,48.7784485,9.1800132
University of Applied Sciences Ulm,Ulm,396270.0,0,2.0,338.0,,2966.0,0.0,48.3984968,9.9912458
SRH Fernhochschule Riedlingen,Riedlingen,27609460.0,0,2.0,251.0,,8743.0,0.0,48.1534412,9.4748796
Evangelische Hochschule Ludwigsburg,Ludwigsburg,270657.0,0,2.0,75.0,,1279.0,0.0,48.8953937,9.1895147
Catholic University of Applied Sciences Freiburg,Freiburg im Breisgau,1260656.0,0,2.0,139.0,,1878.0,0.0,47.9960901,7.8494005
Ostbayerische Technische Hochschule Amberg-Weiden,Amberg,586073.0,0,2.0,413.0,['https://www.oth-aw.de/'],4077.0,0.0,49.4543662,11.8474021
Ansbach University of Applied Sciences,Ansbach,364520.0,0,2.0,335.0,,3898.0,0.0,49.2888745,10.5597693
Aschaffenburg University of Applied Sciences,Aschaffenburg,426396.0,0,2.0,365.0,,3559.0,0.0,49.9706701,9.1384857
Augsburg University of Applied Sciences,Augsburg,508107.0,0,2.0,634.0,,7025.0,0.0,48.3690341,10.8979522
Coburg University of Applied Sciences,Coburg,1116128.0,0,2.0,494.0,,4700.0,0.0,50.2582226,10.964561
Deggendorf Institute of Technology,Deggendorf,2199416.0,0,2.0,1071.0,,8660.0,0.0,48.7814115,13.0006423
Hof University of Applied Sciences,Hof,3690949.0,0,2.0,428.0,,3822.0,0.0,50.3187507,11.9162992
Technische Hochschule Ingolstadt,Ingolstadt,1614229.0,0,2.0,782.0,['https://www.thi.de/'],7537.0,0.0,48.7630165,11.4250395
Kempten University of Applied Sciences,Kempten,1057272.0,0,2.0,577.0,,4777.0,0.0,47.7267063,10.3168835
University of Applied Sciences Landshut,Landshut,100.0,0,2.0,393.0,,4674.0,0.0,48.536217,12.1516551
Munich University of Applied Sciences,Munich,162703.0,0,2.0,1454.0,,18062.0,0.0,48.1371079,11.5753822
Neu-Ulm University of Applied Sciences,Neu-Ulm,12835.0,0,2.0,294.0,,4077.0,0.0,48.3953489,10.0005211
Technische Hochschule NÃ¼rnberg Georg Simon Ohm,Nuremberg,1245807.0,0,2.0,1243.0,,,0.0,49.453872,11.077298
Ostbayerische Technische Hochschule Regensburg,Regensburg,1141093.0,0,2.0,928.0,,10704.0,0.0,49.0195333,12.0974869
Rosenheim University of Applied Sciences,Rosenheim,1186278.0,0,2.0,610.0,['https://th-rosenheim.de/'],6648.0,0.0,47.8557873,12.1272983
Weihenstephan-Triesdorf University of Applied Sciences,Freising,358456.0,0,2.0,745.0,,5692.0,0.0,48.4008273,11.7439565
University of Applied Sciences WÃ¼rzburg-Schweinfurt,Schweinfurt,101008.0,0,2.0,803.0,,,0.0,50.0451485,10.2340647
University of Applied Management,Erding,14705289.0,0,2.0,127.0,,3635.0,0.0,48.3064441,11.9076579
Macromedia University of Applied Sciences,Munich,46147278.0,0,2.0,437.0,,5192.0,0.0,48.1371079,11.5753822
Munich Business School MÃ¼nchen (Priv. FH),Munich,6711203.0,0,2.0,53.0,,,0.0,48.1371079,11.5753822
Evangelische Hochschule NÃ¼rnberg (FH),Nuremberg,330319.0,0,2.0,122.0,,,0.0,49.453872,11.077298
Katholische Stiftungsfachhochschule MÃ¼nchen,Munich,544552.0,0,2.0,226.0,,,0.0,48.1371079,11.5753822
Alice Salomon Hochschule Berlin,Berlin,437318.0,0,2.0,342.0,,4313.0,0.0,52.5173885,13.3951309
Beuth University of Applied Sciences,Berlin,1313519.0,0,2.0,879.0,,12197.0,0.0,52.5173885,13.3951309
Berlin University of Applied Sciences,Berlin,4698778.0,0,2.0,1041.0,,14523.0,0.0,52.5173885,13.3951309
Berlin School of Economics and Law,Berlin,3942677.0,0,2.0,777.0,,12484.0,0.0,52.5173885,13.3951309
bbw University of Applied Sciences,Berlin,5124591.0,0,2.0,63.0,,826.0,0.0,52.5173885,13.3951309
Hochschule fÃ¼r Gesundheit und Sport Berlin (Priv. FH),Berlin,8301249.0,0,2.0,82.0,,,0.0,52.5173885,13.3951309
IB-Hochschule Berlin (Priv. FH),Berlin,3555074.0,0,2.0,65.0,,626.0,0.0,52.5173885,13.3951309
Mediadesign University of Applied Sciences,Berlin,7952140.0,0,2.0,77.0,,720.0,0.0,52.5173885,13.3951309
SRH University Berlin,Berlin,23834936.0,0,2.0,249.0,,2850.0,0.0,52.5173885,13.3951309
Protestant Fachhochschule Berlin,Berlin,156630.0,0,2.0,139.0,,1678.0,0.0,52.5173885,13.3951309
Catholic University for Applied Sciences Berlin,Berlin,647887.0,0,2.0,116.0,,1220.0,0.0,52.5173885,13.3951309
University of Applied Sciences in Eberswalde,Eberswalde,228669.0,0,2.0,378.0,,2297.0,0.0,52.8350807,13.7996542
Potsdam University of Applied Sciences,Potsdam,544881.0,0,2.0,362.0,,3688.0,0.0,52.4009309,13.0591397
Technical University of Applied Sciences Wildau,Wildau,1677444.0,0,2.0,403.0,,3315.0,0.0,52.3214429,13.6348744
City University of Applied Sciences Bremen,Bremen,828554.0,0,2.0,674.0,,8602.0,0.0,53.0758196,8.8071646
University of Applied Sciences Bremerhaven,Bremerhaven,272884.0,0,2.0,284.0,,2770.0,0.0,53.5505392,8.5851945
University of Applied Sciences Apollon,Bremen,10328219.0,0,2.0,119.0,,3735.0,0.0,53.0758196,8.8071646
EuropÃ¤ische FernHochschule Hamburg GmbH Hamburg (Priv. FH),Hamburg,26729200.0,0,2.0,228.0,,,0.0,53.5501721,10.0013165
HFH Hamburger Fern-Hochschule (Priv. FH),Hamburg,31633088.0,0,2.0,548.0,,14426.0,0.0,53.5501721,10.0013165
HSBA Hamburg School of Business Administration (Priv. FH),Hamburg,6725670.0,0,2.0,64.0,,967.0,0.0,53.5501721,10.0013165
Darmstadt University of Applied Sciences,Darmstadt,1690257.0,0,2.0,1253.0,,14377.0,0.0,49.872775,8.651177
Frankfurt University of Applied Sciences,Frankfurt am Main,1827433.0,0,2.0,1075.0,,15038.0,0.0,50.1106444,8.6820917
Technische Hochschule Mittelhessen,GieÃŸen,1605497.0,0,2.0,1119.0,['https://www.thm.de/'],15792.0,0.0,,
accadis Hochschule Bad Homburg (Priv. FH),Bad Homburg,4062433.0,0,2.0,35.0,,496.0,0.0,50.2283803,8.6130128
Wilhelm BÃ¼chner Hochschule Darmstadt (Priv. Fern-FH),Pfungstadt,16224959.0,0,2.0,153.0,,,0.0,49.7943,8.5877
Fresenius University Applied Sciences,Idstein,89001119.0,0,2.0,1048.0,,16049.0,0.0,50.2147,8.2902
DIPLOMA Hochschule,BÃ¼ckeburg,16502321.0,0,2.0,201.0,,6283.0,0.0,,
Neubrandenburg University of Applied Sciences,Neubrandenburg,224768.0,0,2.0,282.0,,1956.0,0.0,53.5574458,13.2602781
Stralsund University of Applied Sciences,Stralsund,5122.0,0,2.0,253.0,,1959.0,0.0,54.3096314,13.0820846
Wismar University of Applied Sciences Technology,,,0,,,,,0.0,,
Ostfalia University of Applied Sciences,WolfenbÃ¼ttel,1304855.0,0,2.0,896.0,,10035.0,0.0,,
Hannover University of Applied Sciences and Arts,Hannover,248000.0,0,2.0,864.0,,8632.0,0.0,52.3744779,9.7385532
University of Applied Sciences and Arts Hildesheim/Holzminden/GÃ¶ttingen,Hildesheim,539267.0,0,2.0,773.0,,,0.0,52.1527188,9.9518083
OsnabrÃ¼ck University of Applied Sciences,OsnabrÃ¼ck,2679136.0,0,2.0,1360.0,,,0.0,,
PFH â€“ Private University of Applied Sciences,GÃ¶ttingen,16004702.0,0,2.0,116.0,,,0.0,,
University of Applied Sciences in Hannover,Hannover,3813119.0,0,2.0,22.0,,594.0,0.0,52.3744779,9.7385532
HKS - University of applied sciences and arts in Ottersberg,Ottersberg,1308770.0,0,2.0,34.0,,290.0,0.0,53.1112051,9.1422692
Private Hochschule fÃ¼r Wirtschaft und Technik Vechta/Diepholz/Oldenburg,Vechta,2377357.0,0,2.0,66.0,,,0.0,52.7310691,8.2873162
MÃ¼nster University of Applied Sciences,MÃ¼nster,0.0,0,2.0,1245.0,,,0.0,52.3076216,-8.5708973
IU International University of Applied Sciences,Bad Honnef,443425244.0,0,2.0,1291.0,,116296.0,0.0,50.6448582,7.2272534
EBZ Business School - University of Applied Sciences,Bochum,3900068.0,0,2.0,56.0,,1079.0,0.0,51.4818111,7.2196635
University of Applied Sciences - Bonn,Bonn,2874509.0,0,2.0,75.0,,737.0,0.0,50.7352621,7.1024635
European University of Applied Sciences,BrÃ¼hl,14526319.0,0,2.0,132.0,,2180.0,0.0,32.270281,76.1483026
FOM University of Applied Sciences,Essen,161823693.0,0,2.0,1390.0,,47098.0,0.0,51.4582235,7.0158171
SRH Hochschule fÃ¼r Logistik und Wirtschaft Hamm (Priv. FH),Hamm,5536212.0,0,2.0,71.0,,,0.0,51.681281,7.8191185
University of Europe for Applied Sciences,Iserlohn,36537265.0,0,2.0,180.0,,5508.0,0.0,51.3746778,7.6999713
Rheinische Fachhochschule Cologne,Cologne,0.0,0,2.0,275.0,,5657.0,0.0,50.938361,6.959974
Private Fachhochschule der Wirtschaft Paderborn,Paderborn,13715199.0,0,2.0,86.0,,2011.0,0.0,51.7177044,8.752653
Fachhochschule der Diakonie Bielefeld-Bethel,Bielefeld,2441114.0,0,2.0,30.0,,719.0,0.0,52.0191005,8.531007
Nordrhein-Westfalen Catholic University of Applied Sciences,MÃ¼nster,989788.0,0,2.0,477.0,,5543.0,0.0,52.3076216,-8.5708973
TH Bingen University of Applied Sciences,Bingen am Rhein,571224.0,0,2.0,232.0,,2295.0,0.0,49.9675456,7.8944
Kaiserslautern University of Applied Sciences,Kaiserslautern,8422.0,0,2.0,506.0,,5411.0,0.0,49.4432174,7.7689951
Koblenz University of Applied Sciences,Koblenz,114998.0,0,2.0,580.0,,8708.0,0.0,50.3533278,7.5943951
University of Applied Sciences Ludwigshafen am Rhein,Ludwigshafen am Rhein,85357.0,0,2.0,318.0,,4195.0,0.0,49.4704113,8.4381568
Mainz University of Applied Sciences,Mainz,80709.0,0,2.0,514.0,,5498.0,0.0,49.9995205,8.2736253
Trier University of Applied Sciences,Trier,145687.0,0,2.0,676.0,,6622.0,0.0,49.7596208,6.6441878
Worms University of Applied Sciences,Worms,97239.0,0,2.0,240.0,,3184.0,0.0,49.6302618,8.3620898
Mainz Catholic University of Applied Sciences,Mainz,346092.0,0,2.0,109.0,,1452.0,0.0,49.9995205,8.2736253
University of Applied Sciences SaarbrÃ¼cken,SaarbrÃ¼cken,1312025.0,0,2.0,608.0,,,0.0,,
University of Applied Sciences Mittweida,Mittweida,1591837.0,0,2.0,539.0,,6094.0,0.0,50.9854597,12.9810458
University of Applied Sciences Zwickau,Zwickau,211478.0,0,2.0,543.0,,2893.0,0.0,50.7185043,12.4939267
Flensburg University of Applied Sciences,Flensburg,118553.0,0,2.0,298.0,,3134.0,0.0,54.7833021,9.4333264
Kiel University of Applied Sciences,Kiel,501125.0,0,2.0,514.0,,7659.0,0.0,54.3227085,10.135555
Technical University LÃ¼beck,LÃ¼beck,713095.0,0,2.0,467.0,,,0.0,47.3673862,13.8093802
NORDAKADEMIE University of Applied Sciences,Elmshorn,11403545.0,0,2.0,80.0,,2442.0,0.0,53.7532486,9.6524559
University of Applied Sciences,,,0,,,['http://www.tktk.ee/'],,0.0,,
Erfurt University of Applied Sciences,Erfurt,158691.0,0,2.0,461.0,,4053.0,0.0,50.9777974,11.0287364
Nordhausen University of Applied Sciences,Nordhausen,203974.0,0,2.0,240.0,,1889.0,0.0,51.5051574,10.7925317
University of Applied Sciences Schmalkalden,Schmalkalden,157267.0,0,2.0,224.0,,2580.0,0.0,50.7213643,10.4510467
SRH University of Applied Sciences Gera,Gera,7421021.0,0,2.0,70.0,,1522.0,0.0,50.8765528,12.0832674
University of Public Administration Kehl,Kehl,112748.0,0,2.0,139.0,,1379.0,0.0,48.5733977,7.8114002
University of Applied Sciences - Public Administration and Finance Ludwigsburg,Ludwigsburg,381538.0,0,2.0,219.0,,2645.0,0.0,48.8953937,9.1895147
FH der Polizei Brandenburg (VerwFH) in Oranienburg,Oranienburg,0.0,0,2.0,458.0,,699.0,0.0,52.7529379,13.2457591
Hessische Hochschule fÃ¼r Polizei und Verwaltung,Wiesbaden,1220956.0,0,2.0,312.0,,,0.0,50.0820384,8.2416556
Kommunale Hochschule fÃ¼r Verwaltung in Niedersachsen,Hannover,0.0,0,2.0,42.0,,,0.0,52.3744779,9.7385532
University of Applied Sciences for Public Administration and Management of North Rhine-Westphalia,Gelsenkirchen,706236.0,0,2.0,813.0,,13494.0,0.0,51.5110321,7.0960124
Federal University of Applied Administrative Sciences,BrÃ¼hl,4.0,0,2.0,903.0,,9195.0,0.0,32.270281,76.1483026
Hochschule fÃ¼r Ã¶ffentliche Verwaltung und Rechtspflege MeiÃŸen (FH),MeiÃŸen,0.0,0,2.0,166.0,,,0.0,,
ThÃ¼ringer Fachhochschule fÃ¼r Ã¶ffentliche Verwaltung Gotha,Gotha,479965.0,0,2.0,87.0,,,0.0,50.9494849,10.7014435
International Psychoanalytic University Berlin,Berlin,6056101.0,0,2.0,92.0,,858.0,0.0,52.5173885,13.3951309
Hochschule Emden/Leer,Emden,88462.0,0,2.0,449.0,,3898.0,0.0,53.3670541,7.2058304
MSH Medical School Hamburg,Hamburg,45867988.0,0,2.0,,,5191.0,0.0,53.5501721,10.0013165
Hamm-Lippstadt University of Applied Sciences,Hamm,900.0,0,2.0,406.0,,4523.0,0.0,51.681281,7.8191185
Cologne Business School (CBS) - European University of Applied Sciences (Priv. FH),Cologne,19373178.0,0,2.0,253.0,,2492.0,0.0,50.938361,6.959974
University of Applied Management Studies,Mannheim,2227859.0,0,2.0,55.0,,290.0,0.0,49.4892913,8.4673098
Bard College Berlin,Berlin,8680082.0,0,2.0,76.0,,362.0,0.0,52.5173885,13.3951309
Akkon University for Applied Sciences,Berlin,5617604.0,0,2.0,65.0,,1407.0,0.0,52.5173885,13.3951309
YMCA University of Applied Sciences,Kassel,2710532.0,0,2.0,31.0,,458.0,0.0,51.3157833,9.4978479
Leibniz - Fachhochschule Hannover (Priv. FH),Hannover,3582198.0,0,2.0,29.0,,599.0,0.0,52.3744779,9.7385532
Fliedner Fachhochschule DÃ¼sseldorf (Priv. ),DÃ¼sseldorf,9696695.0,0,2.0,107.0,,,0.0,,
Fachhochschule Dresden (Priv. FH),Dresden,2902265.0,0,2.0,44.0,,504.0,0.0,51.0493286,13.7381437
Jade University of Applied Sciences,Wilhelmshaven,63000.0,0,2.0,640.0,,6127.0,0.0,53.5278793,8.106301
Berlin International University of Applied Sciences,Berlin,3421514.0,0,2.0,51.0,,526.0,0.0,52.5173885,13.3951309
NBS Northern Business School,Hamburg,2996130.0,0,2.0,56.0,,856.0,0.0,53.5501721,10.0013165
University of Applied Education,Berlin,1359919.0,0,2.0,18.0,,498.0,0.0,52.5173885,13.3951309
CODE University of Applied Sciences,Berlin,2886356.0,0,2.0,55.0,,597.0,0.0,52.5173885,13.3951309
Essen University of Fine Arts,Essen,2923827.0,0,2.0,39.0,,322.0,0.0,51.4582235,7.0158171
Evangelical University of Tabor,Marburg,579856.0,0,2.0,18.0,,165.0,0.0,50.8090106,8.7704695
HMU Health and Medical University,Erfurt,,0,2.0,,,1354.0,0.0,50.9777974,11.0287364
University of Catholic Church Music and Music Education Regensburg,Regensburg,91777.0,0,2.0,39.0,,126.0,0.0,49.0195333,12.0974869
Design School Kolding,Kolding,423438.77920788096,1,2.0,,,357.0,1186.1030229912633,55.4894999,9.47905
Estonian Entrepreneurship University of Applied Sciences,Tallinn,4108878.0,1,2.0,,,1180.0,3482.1,59.437242,24.7572693
Tallinn Health Care College,Tallinn,0.0,0,2.0,,,1855.0,0.0,59.437242,24.7572693
Tartu Health Care College,Tartu,0.0,0,2.0,,['http://www.nooruse.ee/'],1315.0,0.0,58.3779528,26.7290023
Estonian Academy of Security Sciences,Tallinn,,2,2.0,,['http://www.sisekaitse.ee/'],745.0,,59.437242,24.7572693
Estonian Military Academy,Tartu,,2,2.0,,,255.0,,58.3779528,26.7290023
Institute of Theology of the Estonian Evangelical Lutheran Church,Tallinn,,2,2.0,,,120.0,,59.437242,24.7572693
Theological Seminary,Tartu,,2,2.0,,,65.0,,58.3779528,26.7290023
Lapland University of Applied Sciences,Rovaniemi,,1,2.0,392.4076999999999,,6254.0,,66.5025537,25.7303912
Ã…land University of Applied Sciences,Maarianhamina - Mariehamn,,1,2.0,,,,,60.0922466,19.9279869
HAAGA-HELIA University of Applied Sciences,Helsinki,,1,2.0,689.7374,,10195.0,,60.1666204,24.9435408
Metropolia University of Applied Sciences,Helsinki,,1,2.0,1016.2601000000006,['https://www.metropolia.fi/'],17473.0,,60.1666204,24.9435408
Novia University of Applied Sciences,Vaasa,,1,2.0,320.4959000000001,,5014.0,,63.0957722,21.6159187
Tampere University of Applied Sciences,Tampere,,1,2.0,711.8369000000002,,11183.0,,61.4977929,23.7616372
HÃ¤me University of Applied Sciences,HÃ¤meenlinna,,1,2.0,671.9221999999997,,,,,
Karelia University of Applied Sciences,Joensuu,,1,2.0,302.23890000000006,,4492.0,,62.6006375,29.7619759
Oulu University of Applied Sciences,Oulu,,1,2.0,443.84650000000016,,9594.0,,65.0117914,25.4701973
SeinÃ¤joki University of Applied Sciences,SeinÃ¤joki,,1,2.0,379.4716999999998,,,,48.7340697,2.4448155
Kajaani University of Applied Sciences,Kajaani,,1,2.0,270.0999999999999,,3540.0,,64.2246862,27.7339281
JAMK University of Applied Sciences,JyvÃ¤skylÃ¤,,1,2.0,807.5476999999984,,8869.0,,,
Satakunta University of Applied Sciences,Pori,,1,2.0,419.3799999999997,,7407.0,,61.4866126,21.7972071
Turku University of Applied Sciences,Turku,,1,2.0,741.4863000000003,,12677.0,,60.4515932,22.2669991
Arcada University of Applied Sciences,Helsinki,,1,2.0,176.7406,,2653.0,,60.1666204,24.9435408
Centria University of Applied Sciences,Kokkola,,1,2.0,339.3835,,4447.0,,63.8391421,23.1336845
Savonia University of Applied Sciences,Kuopio,,1,2.0,556.8500000000001,,8418.0,,62.8924628,27.6783603
Police University college,Tampere,,1,2.0,,,898.0,,61.4977929,23.7616372
Diaconia University of Applied Sciences,Helsinki,,1,2.0,253.7931,['http://www.diak.fi/'],3362.0,,60.1666204,24.9435408
Vaasa University of Applied Sciences,Vaasa,,1,2.0,178.65649999999997,['http://www.puv.fi/'],3696.0,,63.0957722,21.6159187
Laurea University of Applied Sciences,Vantaa,,1,2.0,657.7924999999993,['http://www.laurea.fi/'],10187.0,,60.2929883,25.0436744
Humak University of Applied Sciences,Helsinki,,1,2.0,151.9337000000001,,2491.0,,60.1666204,24.9435408
South-Eastern Finland University of Applied Sciences,Mikkeli,,1,2.0,895.949599999997,,12221.0,,61.6877823,27.2731918
LAB University of Applied Sciences,Lahti,,1,2.0,558.5339999999999,,9837.0,,60.982628,25.6613418
Ã‰cole supÃ©rieure d'arts et mÃ©dias de Caen - Cherbourg,Caen,,0,2.0,,,,0.0,49.1813403,-0.3635615
Ã‰cole d'ingÃ©nieurs en gÃ©nie des systÃ¨mes industriels,La Rochelle,,1,2.0,,,,,46.159732,-1.1515951
Catholic University of Toulouse,Toulouse,,0,2.0,,,365.0,0.0,43.6044638,1.4442433
French Civil Aviation University,Toulouse,,1,2.0,,,4490.0,,43.6044638,1.4442433
French national school for the judiciary,Bordeaux,,0,2.0,,,746.0,0.0,44.841225,-0.5800364
Catholic University College Vives Noord,Brugge,4046487.86,2,1.0,264.14,,4080.0,991.7862401960784,51.2085526,3.226772
Blagoevgrad College of Tourism,Blagoevgrad,,0,1.0,,,537.0,0.0,41.750287,23.4873411
Luben Groys Theatre College,Sofia,,0,1.0,,,94.0,0.0,42.6977028,23.3217359
Casa College,Nicosia,,0,1.0,19.0,,215.0,0.0,35.1746503,33.3638783
Cyprus College,Nicosia,,0,1.0,43.0,['http://www.cycollege.ac.cy/'],550.0,0.0,35.1746503,33.3638783
Intercollege,Nicosia,,0,1.0,39.0,['http://www.intercollege.ac.cy/'],283.0,0.0,35.1746503,33.3638783
KES College,Nicosia,,0,1.0,38.0,,241.0,0.0,35.1746503,33.3638783
The Cyprus Police Academy,Nicosia,0.0,0,0.0,54.0,,439.0,0.0,35.1746503,33.3638783
Post-Secondary Institutes of Vocational Education and Training,Nicosia,,0,0.0,99.0,,444.0,0.0,35.1746503,33.3638783
University of Rennes 2 â€“ Upper Brittany,Rennes,1657723.0,1,3.0,,,,,48.1113387,-1.6800198
University of Tours,Tours,4413375.0,1,3.0,,,29473.0,149.74298510501137,47.3900474,0.6889268
Grenoble institute of technology,Grenoble,534311.0,1,3.0,,,13349.0,40.0262941044273,45.1875602,5.7357819
Jean Monnet University,Saint-Ã‰tienne,2387407.0,1,3.0,,,18776.0,127.15205581593524,45.378244,4.0471305
Catholic University of Rennes,Bruz,,0,2.0,,,4438.0,0.0,48.0245814,-1.7471629
Ã‰cole des mÃ©tiers de l'environnement,Bruz,,1,2.0,,,,,48.0245814,-1.7471629
Schwetzingen Technical Institute & Graduate Court Registrars' College,Schwetzingen,0.0,0,1.0,60.0,,640.0,0.0,49.3832919,8.5735135
Hochschule der Polizei Baden-WÃ¼rttemberg,Villingen-Schwenningen,0.0,0,1.0,282.0,,,0.0,48.063152,8.4929618
Hochschule fÃ¼r den Ã¶ffentlichen Dienst in Bayern,FÃ¼rstenfeldbruck,0.0,0,1.0,481.0,,,0.0,,
Fachhochschule fÃ¼r Finanzen Brandenburg in KÃ¶nigs Wusterhausen,KÃ¶nigs Wusterhausen,0.0,0,1.0,53.0,,,0.0,,
Hochschule fÃ¼r Ã¶ffentliche Verwaltung Bremen,Bremen,57895.0,0,1.0,52.0,,,0.0,53.0758196,8.8071646
Norddeutsche Akademie fÃ¼r Finanzen und Steuerrecht Hamburg,Hamburg,0.0,0,1.0,33.0,,,0.0,53.5501721,10.0013165
Hessische Hochschule fÃ¼r Finanzen und Rechtspflege,Rotenburg an der Fulda,656550.0,0,1.0,107.0,,,0.0,51.018118,9.7487639
University of Applied Sciences of Public Administration,,,0,,,,,0.0,,
Fachhochschule fÃ¼r Finanzen NRW,Nordkirchen,1793589.0,0,1.0,290.0,,,0.0,51.7380176,7.5251792
