Index,Rank,Previous Rank,Name,Country/Territory,Region,Size,Focus,Research,Status,AR SCORE,AR RANK,ER SCORE,ER RANK,FSR SCORE,FSR RANK,CPF SCORE,CPF RANK,IFR SCORE,IFR RANK,ISR SCORE,ISR RANK,ISD SCORE,ISD RANK,IRN SCORE,IRN RANK,EO SCORE,EO RANK,SUS SCORE,SUS RANK,Overall SCORE
23,22,28,Technical University of Munich,Germany,Europe,XL,FO,VH,Public,92,60,99.7,16,70.5,223,92.6,90,86.3,252,98.9,72,98.9,63,95.9,63,57.3,293,87.8,83=,90.2
28,28,24,PSL University,France,Europe,L,CO,VH,Public,82.6,86,98.5,31,98.6,48,85.1,123,69.6,336,75.5,252,77.9,222,99.7,3,97.5,51,87.8,83=,88.6
41,41,46,Institut Polytechnique de Paris,France,Europe,M,CO,VH,Public,58.1,185,99.8,14,94.8,76,97.3,52,99.9,99,99.2,61,99.2,50,93,125,99.1,25,77.9,198=,85.4
47,47,49,Delft University of Technology,Netherlands,Europe,L,CO,VH,Public,86.2,76,90.4,71,49.1,392,84.6,126,100,68,94.8,128,95.1,109,93.8,102,66,235,96.3,15=,84.3
53,53,55,The University of Amsterdam,Netherlands,Europe,XL,FC,VH,Public,92.5,57,72.6,135,27.5,688,87.2,113,98.8,133,95.8,117,71.3,259,95.1,82,90.3,104,64,422=,81.5
58,58,59,Ludwig-Maximilians-Universität München,Germany,Europe,XL,FC,VH,Public,97.1,41,95.5,47,41,493,62.3,271,80.3,296,53.2,387,57.6,354,95.5,72,76.8,172,87,89,80.1
60,60,63,KU Leuven,Belgium,Europe,XL,FC,VH,Public,93,53,63.5,169,9.6,801+,94.7,75,95.8,166,65.1,307,48.5,428,99.5,4,83.5,143,94.7,25,79.7
70,70,73,Université Paris-Saclay,France,Europe,XL,CO,VH,Public,75.3,112,99.4,19,99.9,24,42.4,450,45.9,463,72.7,263,75.4,233,98.5,16,82.9,146,92.7,39=,75.9
72,72,75,Lund University,Sweden,Europe,L,FC,VH,Public,80.1,99,64.1,167,68.1,246,56.6,312,98.8,134,82,213,83.7,181,97.1,35,96.1,65,98.8,3=,75.7
73,72,63,Sorbonne University (merged from Paris IV & UPMC),France,Europe,XL,FC,VH,Public,93.2,52,62.1,182,56.4,329,68.8,225,35.5,533,66.8,300,70,270,99.4,9,84.2,140,89.2,68=,75.7
75,75,87,"Trinity College Dublin, The University of Dublin",Ireland,Europe,L,FC,VH,Public,82.5,87,68.1,154,28.7,662,66,240,100,88,94.9,126,95.2,107,89.4,183,95.3,74,73.8,262=,73.9
78,78,74,KTH Royal Institute of Technology,Sweden,Europe,L,FO,VH,Public,60.2,174,62.1,183,68.3,242,88.2,109,95.6,171,81.8,215,60.9,331,91.7,147,72.7,197,89.8,66,73.6
80,80,84,Ruprecht-Karls-Universität Heidelberg,Germany,Europe,L,FO,VH,Public,87.1,74,72.2,138,99.8,32,41.4,456,66.2,352,71.4,265,74.1,240,94.7,88,34.6,494,85.5,106,73
89,88,97,Freie Universität Berlin,Germany,Europe,L,FC,VH,Public,88.3,71,66.4,160,8.3,801+,84.3,128,73.8,322,56,373,60.2,340,94.4,92,46.9,374,65.4,391,71.1
93,93,103,Uppsala University,Sweden,Europe,L,FC,VH,Public,74.7,113,48.1,268,66.3,260,55.9,318,99.7,106,82.9,207,84.5,174,95.9,60,82.9,145,94.4,26,70.3
98,98,102,Karlsruhe Institute of Technology (KIT),Germany,Europe,L,FO,VH,Public,57.1,194,87.4,82,48.9,397,77.1,168,83.8,265,56.9,363,61.1,330,86.9,219,61.5,254,79.5,180=,69.1
99,98,111,Politecnico di Milano,Italy,Europe,XL,CO,VH,Public,83.4,84,90.1,72,9.3,801+,53.9,343,74.4,317,69.3,281,72.3,252,87,215,72,199,72.9,275=,69.1
101,101,100,University of Copenhagen,Denmark,Europe,XL,FC,VH,Public,85.5,79,41.7,324,99.6,34,36.6,512,87.3,241,26.5,640,19.9,765,98,22,94.4,77,76.3,221,68.4
104,103,105,Utrecht University,Netherlands,Europe,XL,FC,VH,Public,79.3,100,49.2,258,39.5,514,77.9,165,63.4,367,30.5,586,22.8,723,97.8,23,73.2,194,75.1,235,67.7
106,105,99,Rheinisch-Westfälische Technische Hochschule Aachen,Germany,Europe,L,FC,VH,Public,57.7,187,95.7,46,10.7,801+,79.7,157,59.6,393,93,146,93.5,122,86,237,55.9,298,82.9,135=,67.6
107,107,109,Technical University of Denmark,Denmark,Europe,M,FO,VH,Public,44.8,264,36.2,396,98.4,49,90.9,99,100,52,95.9,113,96.1,96,87.1,213,60.5,269,68,351=,67.5
114,114,113,Aalto University,Finland,Europe,L,FO,VH,Public,57.5,189,56.1,212,35.1,564,79.6,160,97.2,147,60,343,63.9,312,80.9,332,97.1,55,88.3,77,66.3
117,116,117,University of Helsinki,Finland,Europe,L,CO,VH,Public,74.5,114,37.7,370,66.9,256,62.7,262,78.5,305,13.1,801+,19.1,779,96.1,57,94.2,80,95.6,18,66.1
118,118,126,University College Dublin,Ireland,Europe,L,FC,VH,Public,66.5,149,57.6,204,19.7,801+,62,272,99.5,112,89.6,170,90.5,144,89,188,92.2,88,91.7,49=,66
119,119,141,Leiden University,Netherlands,Europe,XL,FC,VH,Public,80.4,97,46.3,288,30.3,629,64.9,249,89.7,225,68.4,288,50.9,408,94.3,93,61.2,263,58.6,530=,65.7
128,128,132,Sapienza University of Rome,Italy,Europe,XL,FC,VH,Public,90.7,65,66.4,161,7.8,801+,62.9,261,4,801+,14.8,801+,20.9,749,95.9,61,91.5,92,81.9,151=,64.9
130,130,126,Humboldt-Universität zu Berlin,Germany,Europe,XL,FC,VH,Public,94.3,47,75.3,126,10.5,801+,43.4,435,75.7,314,47.6,424,35.5,541,95,85,27.5,603,58.4,536=,64.5
131,131,144,Aarhus University,Denmark,Europe,L,FC,VH,Public,68.3,140,41.7,325,42.4,472,74.1,183,96.7,157,25.5,654,19.1,777,96.3,52,79.4,164,73.2,271=,64.3
138,138,133,Alma Mater Studiorum - University of Bologna,Italy,Europe,XL,FC,VH,Public,90.6,66,67.5,156,6,801+,51.9,363,29.9,585,26.5,639,32.5,583,95.6,67,67.4,229,83.2,133,63.3
140,140,136,Eindhoven University of Technology,Netherlands,Europe,M,FO,VH,Public,40.5,296,77.3,115,43.6,455,81.9,146,100,87,95.7,119,95.9,101,74.3,459,33.1,512,74.1,255=,63.2
141,140,158,Erasmus University Rotterdam,Netherlands,Europe,L,FO,VH,Public,49.4,230,74.8,129,20.7,801+,75.7,174,81.8,280,81.6,216,60.8,333,81.8,318,94,81,62.2,454=,63.2
145,145,147,Technische Universität Berlin,Germany,Europe,L,CO,VH,Public,64.6,156,79.4,107,70.6,221,34.3,533,64.2,361,84.5,197,85.9,168,89,187,47.6,367,68.3,344=,62.8
147,147,128,Stockholm University,Sweden,Europe,L,CO,VH,Public,65.1,155,29.5,484,28.3,678,73.6,186,83,271,79.4,224,59.1,346,96.7,45,90.5,102,72.1,291=,62.5
148,147,159,University of Groningen,Netherlands,Europe,XL,FC,VH,Public,67.2,147,41.6,326,56.2,331,53,353,95.4,174,89.4,173,66.6,293,93.4,118,53.5,317,67.6,355=,62.5
152,152,137,University of Vienna,Austria,Europe,XL,FC,VH,Public,82.3,88,46.4,285,31,617,22.2,682,100,71,96.6,103,96.8,90,96.3,53,92.8,85,71.8,294=,61.9
154,153,155,Wageningen University & Research,Netherlands,Europe,L,CO,VH,Public,55,203,34.4,420,99.5,37,54.8,329,72,329,90.7,159,91.5,134,97.2,34,32.9,516,91.2,53,61.6
160,160,165,University of Barcelona,Spain,Europe,XL,FC,VH,Public,84.9,81,48.9,262,19,801+,47.8,391,39.9,501,40.8,484,46.2,451,96.4,50,77,170,84.7,115=,61
162,162,169,Ghent University,Belgium,Europe,XL,FC,VH,Public,68.2,141,39.1,350,84.5,140,32.4,557,83.4,267,33.8,549,39.5,504,99.2,11,84.9,136,94,30=,60.8
165,165,139,Chalmers University of Technology,Sweden,Europe,M,FO,VH,Private not for Profit,34.6,350,56.6,207,59.5,303,80.9,152,100,56,74.3,257,76.8,226,77,405,53.3,319,82.7,138=,60.2
172,172,175,Universitat Autónoma de Barcelona,Spain,Europe,XL,FC,VH,Public,76.4,105,42.1,318,15.2,801+,76.2,170,26.5,632,27.2,625,33.3,572,93.7,105,30.4,546,90.3,61=,59.2
188,187,164,University Complutense Madrid,Spain,Europe,XL,FC,VH,Public,78.5,101,73.9,131,41.6,486,12.8,801+,18.2,736,32.9,561,38.7,511,92.7,132,97.3,53,80.4,163=,57.1
192,191,203,Université Catholique de Louvain (UCL),Belgium,Europe,L,FC,VH,Private not for Profit,61.7,164,36,398,6.4,801+,59.5,291,94.5,185,63.1,319,66.6,292,91.6,150,82,150,81.3,157,56.8
193,193,191,Universität Hamburg,Germany,Europe,L,FO,VH,Public,64,157,51.7,238,25.6,725,54.6,333,58.8,396,31.3,576,37.1,524,93.8,103,49.9,346,94.1,29,56.5
195,194,221,Vrije Universiteit Amsterdam,Netherlands,Europe,L,FC,VH,Public,53.3,208,28.8,489,23.3,767,80.7,154,82.9,272,57.6,358,42.9,484,90.1,173,56.4,296,68.8,338,56.2
198,197,190,Vienna University of Technology,Austria,Europe,M,FO,VH,Public,47.6,246,56.3,211,18.5,801+,71.1,207,91.8,211,95.9,114,71.3,258,71.9,502,29.1,569,59,520,55.8
201,201,212,Universität Freiburg,Germany,Europe,L,FC,VH,Public,56.8,195,35.3,408,31.1,616,66.4,238,78.7,302,44.2,455,49.4,420,89.5,180,47.2,372,85.6,104=,55.6
202,202,194,University of Gothenburg,Sweden,Europe,L,FC,VH,Public,46.4,252,24.6,546,73,211,45.4,408,94.1,190,85.8,191,87.1,161,93.7,104,71,205,92.9,36=,55.5
204,203,233,University of Twente,Netherlands,Europe,M,CO,VH,Public,29.3,422,40.5,333,56,333,77,169,100,93,95.2,124,70.8,264,85.4,248,32.6,519,79.6,179,55.2
205,205,187,Ecole Normale Supérieure de Lyon,France,Europe,S,CO,VH,Public,41.7,286,25.7,528,98.8,46,89.2,106,61.5,380,23.9,677,26.7,662,73.1,485,17.9,760,50.2,699=,55.1
206,206,198,Universidad Autónoma de Madrid,Spain,Europe,XL,FC,VH,Public,73.1,121,71.5,142,39.7,511,26.5,620,22.3,683,29.6,594,35.5,543,92.5,135,52.5,322,72.5,281=,55
208,207,227,Rheinische Friedrich-Wilhelms-Universität Bonn,Germany,Europe,L,FC,VH,Public,67.7,144,35.5,407,76.5,188,24.9,640,51.4,432,56.4,369,60.6,337,96.2,56,50,343,86.4,95,54.9
215,215,222,Eberhard Karls Universität Tübingen,Germany,Europe,L,FC,VH,Public,61,169,36.1,397,85.7,126,32.2,560,88.2,235,40.5,486,30.3,611,93.6,112,36.5,473,64.5,409=,54.5
218,218,234,Technische Universität Dresden,Germany,Europe,L,FC,VH,Public,47.2,247,49.2,259,74.9,197,58.6,296,40.4,495,42,476,47.3,439,95.3,75,12.5,801+,87.9,80=,54.3
228,227,230,Université Libre de Bruxelles (ULB),Belgium,Europe,L,FC,VH,Public,43.3,271,46.8,281,4.6,801+,60.3,287,99.2,124,89.6,171,90.4,145,90.9,162,74.8,184,65.2,393=,53.1
231,230,260,University of Lisbon,Portugal,Europe,XL,FC,VH,Public,57.1,193,46.3,289,15.5,801+,51.4,367,14.3,801+,58.6,350,62.6,317,98.4,17,97.3,54,79.3,184,52.9
232,232,224,Universität Erlangen-Nürnberg,Germany,Europe,L,FC,VH,Public,37.9,316,46.2,290,5.2,801+,96.7,59,39.5,504,60.6,338,64.4,307,86.7,226,27.1,606,75.4,228=,52.2
235,233,236,University of Padova,Italy,Europe,XL,FC,VH,Public,73.5,119,40.2,341,13.5,801+,54.4,337,15.5,796,18.8,748,24.9,686,95.5,70,29.6,555,85,110=,52.1
238,237,278,University of Porto,Portugal,Europe,XL,FC,VH,Public,52.5,212,41.5,328,13.6,801+,73.6,185,9.2,801+,38.2,513,33.1,575,94.3,94,61.2,261,77.3,208=,51.6
239,239,230,Maastricht University,Netherlands,Europe,L,FO,VH,Public,32.8,373,33.7,425,18.6,801+,71.7,203,99.9,103,100,21,100,14,85.6,243,49.6,350,80.2,166=,51.4
242,242,241,Politecnico di Torino,Italy,Europe,XL,FO,VH,Public,50.3,223,64.6,164,4.5,801+,68.1,230,7.3,801+,57.9,356,61.9,324,79.1,366,37.8,462,73.6,265=,51.2
243,243,252,Georg-August-Universität Göttingen,Germany,Europe,L,FC,VH,Public,57.3,190,35.6,405,87,122,25.8,626,59.2,395,37.9,517,43.4,479,95.2,80,51.2,334,61,480=,51.1
246,246,273,University College Cork,Ireland,Europe,L,FC,VH,Public,43.4,270,48.1,269,22.5,782,52.7,357,86.2,253,75,255,77.4,224,68.8,551,49.5,351,83.8,127=,50.7
254,253,241,Technische Universität Darmstadt,Germany,Europe,L,CO,VH,Public,28.2,447,41.9,320,9.8,801+,82.2,142,67.8,344,92.8,149,93.4,123,73.8,473,53.5,318,78.6,190=,50
258,257,283,Université Paris 1 Panthéon-Sorbonne,France,Europe,XL,FO,VH,Public,78,103,62.2,180,6.8,801+,4.8,801+,39,508,61.2,333,65,304,70.8,513,84.3,139,61.8,460=,49.7
263,262,249,University of Navarra,Spain,Europe,L,FC,HI,Private not for Profit,40.8,290,78.2,111,50.6,375,25.3,631,26.8,629,84,200,85.4,171,58.3,714,80.5,156,66.1,376=,49.3
266,265,265,Universitat Pompeu Fabra,Spain,Europe,M,FO,VH,Public,43.7,268,39.5,346,19.1,801+,70.6,212,84.7,260,40,487,45.5,456,75.8,422,23,671,66.4,371=,49
271,271,258,University of Warsaw,Poland,Europe,XL,CO,VH,Public,61,168,62.8,175,59.5,304,10,801+,13.5,801+,15.7,801+,21.8,733,85.9,238,74.4,186,74,259=,48.3
274,272,285,Universität zu Köln,Germany,Europe,L,FO,VH,Public,45,263,50.5,250,23.6,759,43.8,429,39.3,506,47.1,430,52,399,92.6,134,64.5,241,88.9,71=,48.2
277,276,285,University of Milan,Italy,Europe,XL,FC,VH,Public,65.9,152,27,507,10.2,801+,56.6,313,10.8,801+,13.4,801+,19.4,772,85.1,252,63.1,246,76.4,219=,48
279,279,272,Radboud University Nijmegen,Netherlands,Europe,L,FC,VH,Public,38.6,310,20.3,648,34.8,566,73.2,189,83.5,266,30.1,589,36,534,92.5,136,34.9,492,67.7,353=,47.6
280,280,267,University of Antwerp,Belgium,Europe,L,FC,VH,Public,35,343,18.8,690,42.8,465,57.7,303,96.4,162,45.5,444,50.5,411,95.2,79,60.3,270,80.6,162,47.4
284,284,273,University of Galway / Ollscoil na Gaillimhe,Ireland,Europe,L,FC,VH,Public,37.3,321,40.2,339,68.6,241,24,655,96.7,155,62.7,321,66.4,294,72.9,488,61.2,260,82.5,141=,47.1
297,294,278,Vrije Universiteit Brussel (VUB),Belgium,Europe,L,FC,VH,Public,33.3,369,22.1,599,75.6,192,27.7,611,96.8,152,72.1,264,74.8,235,92.2,143,63.2,245,80,169=,46
