DATAFLOW,LAST UPDATE,freq,unit,nace_r2,na_item,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Euro area - 12 countries (2001-2006),2016,184425371,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Euro area - 12 countries (2001-2006),2017,187485341,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Euro area - 12 countries (2001-2006),2018,191444370,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Euro area - 12 countries (2001-2006),2019,193693059,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Euro area - 12 countries (2001-2006),2020,179352477,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Euro area - 12 countries (2001-2006),2021,190426420,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Euro area - 12 countries (2001-2006),2022,197899886,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Euro area - 12 countries (2001-2006),2023,201797279,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Euro area - 12 countries (2001-2006),2024,204139437,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Euro area - 19 countries  (2015-2022),2016,194723975,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Euro area - 19 countries  (2015-2022),2017,197834846,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Euro area - 19 countries  (2015-2022),2018,202024447,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Euro area - 19 countries  (2015-2022),2019,204427457,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Euro area - 19 countries  (2015-2022),2020,189411989,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Euro area - 19 countries  (2015-2022),2021,200677857,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Euro area - 19 countries  (2015-2022),2022,208502575,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Euro area - 19 countries  (2015-2022),2023,212621423,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Euro area - 19 countries  (2015-2022),2024,215073588,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Euro area – 20 countries (2023-2025),2016,197375496,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Euro area – 20 countries (2023-2025),2017,200578724,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Euro area – 20 countries (2023-2025),2018,204779631,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Euro area – 20 countries (2023-2025),2019,207218021,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Euro area – 20 countries (2023-2025),2020,192139386,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Euro area – 20 countries (2023-2025),2021,203423346,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Euro area – 20 countries (2023-2025),2022,211282019,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Euro area – 20 countries (2023-2025),2023,215466643,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Euro area – 20 countries (2023-2025),2024,218068568,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Euro area – 21 countries (from 2026),2016,201646786,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Euro area – 21 countries (from 2026),2017,204863684,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Euro area – 21 countries (from 2026),2018,209102549,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Euro area – 21 countries (from 2026),2019,211608404,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Euro area – 21 countries (from 2026),2020,196319449,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Euro area – 21 countries (from 2026),2021,207669377,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Euro area – 21 countries (from 2026),2022,215553648,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Euro area – 21 countries (from 2026),2023,219971600,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Euro area – 21 countries (from 2026),2024,222501502,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Estonia,2016,1052044,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Estonia,2017,1052576,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Estonia,2018,1054331,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Estonia,2019,1016606,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Estonia,2020,994698,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Estonia,2021,984571,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Estonia,2022,1003596,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Estonia,2023,1024577,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Estonia,2024,1031904,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Greece,2016,6113230,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Greece,2017,6062064,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Greece,2018,6574035,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Greece,2019,6669750,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Greece,2020,5783748,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Greece,2021,6530747,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Greece,2022,6954672,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Greece,2023,7176964,p,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Greece,2024,7247268,p,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Spain,2016,26106057,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Spain,2017,26861152,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Spain,2018,27593003,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Spain,2019,28067456,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Spain,2020,25278861,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Spain,2021,26867057,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Spain,2022,28330944,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Spain,2023,29118789,p,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Spain,2024,29825970,p,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,European Union - 27 countries (from 2020),2016,265427545,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,European Union - 27 countries (from 2020),2017,269410636,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,European Union - 27 countries (from 2020),2018,274092591,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,European Union - 27 countries (from 2020),2019,277910751,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,European Union - 27 countries (from 2020),2020,260382497,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,European Union - 27 countries (from 2020),2021,274485340,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,European Union - 27 countries (from 2020),2022,283336498,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,European Union - 27 countries (from 2020),2023,287641704,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,European Union - 27 countries (from 2020),2024,290697886,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Finland,2016,3451300,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Finland,2017,3485800,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Finland,2018,3572200,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Finland,2019,3602700,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Finland,2020,3514000,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Finland,2021,3587700,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Finland,2022,3708900,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Finland,2023,3749700,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Finland,2024,3729500,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,France,2016,34735658,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,France,2017,34865325,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,France,2018,35403374,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,France,2019,35846958,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,France,2020,32967112,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,France,2021,35813019,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,France,2022,37319729,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,France,2023,37809707,p,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,France,2024,38168540,p,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Croatia,2016,2651521,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Croatia,2017,2743878,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Croatia,2018,2755184,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Croatia,2019,2790563,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Croatia,2020,2727397,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Croatia,2021,2745489,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Croatia,2022,2779443,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Croatia,2023,2845220,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Croatia,2024,2994980,p,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Hungary,2016,7035632,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Hungary,2017,7096474,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Hungary,2018,7169669,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Hungary,2019,7224312,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Hungary,2020,6813474,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Hungary,2021,7082585,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Hungary,2022,7221549,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Hungary,2023,7201760,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Hungary,2024,7247415,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Ireland,2016,2948377,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Ireland,2017,3107699,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Ireland,2018,3249554,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Ireland,2019,3384310,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Ireland,2020,3121016,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Ireland,2021,3358467,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Ireland,2022,3650692,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Ireland,2023,3735005,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Ireland,2024,3829394,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Iceland,2016,273640,p,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Iceland,2017,283656,p,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Iceland,2018,290625,p,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Iceland,2019,287046,p,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Iceland,2020,270571,p,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Iceland,2021,273402,p,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Iceland,2022,292866,p,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Iceland,2023,304823,p,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Iceland,2024,307398,p,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Iceland,2025,305321,p,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Italy,2016,29031417,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Italy,2017,29683385,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Italy,2018,30186500,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Italy,2019,30260758,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Italy,2020,27114747,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Italy,2021,29853207,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Italy,2022,31272737,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Italy,2023,32481527,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Italy,2024,33291200,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Italy,2025,33616625,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Lithuania,2016,2294151,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Lithuania,2017,2234448,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Lithuania,2018,2283639,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Lithuania,2019,2298641,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Lithuania,2020,2189377,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Lithuania,2021,2251785,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Lithuania,2022,2346241,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Lithuania,2023,2425097,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Lithuania,2024,2493484,,
ESTAT:NAMA_10_A64_E$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Thousand hours worked,Total - all NACE activities,Employees domestic concept,Luxembourg,2016,593964,,
